closure_time,censor,type,zone
5540,1,Service,
6692,1,Other,
4907,1,Service,
3107,1,Rental,
17110,1,Rental,
5663,1,Rental,
2863,1,Service,
5645,1,Rental,
9115,1,Rental,
5986,1,Rental,
6912,1,Retail,
4104,1,Retail,
5608,1,Downtown Association,
3548,1,Service,
8032,1,Service,
2256,1,Downtown Association,
2389,1,Service,
3171,1,Retail,
3559,1,Other,
5637,1,Other,
5652,1,Rental,
7911,1,Service,
1452,1,Rental,
5652,1,Rental,
9113,1,Rental,
3382,1,Service,
5683,1,Service,
8231,1,Service,
3674,1,Service,
9198,1,Rental,
5655,1,Rental,
9113,1,Rental,
9110,1,Rental,
15953,1,Retail,
9038,1,Rental,
12364,1,Rental,
7352,1,Rental,
9456,1,Service,
8352,1,Service,
5650,1,Rental,
9110,1,Rental,
8513,1,Service,
3908,1,Service,
6239,1,Service,
6478,1,Service,
6952,1,Service,
6881,1,Retail,
7086,1,Retail,
12218,1,Service,
3481,1,Downtown Association,
8942,1,Retail,
11095,1,Service,
5627,1,Service,
2922,1,Retail,
15953,1,Downtown Association,
7147,1,Service,
4006,1,Rental,
7171,1,Rental,
2278,1,Service,
5165,1,Service,
5249,1,Downtown Association,
6182,1,Service,
6562,1,Downtown Association,
11521,1,Downtown Association,
5622,1,Rental,
5357,1,Downtown Association,
5574,1,Rental,
5586,1,Retail,
5365,1,Service,
7602,1,Service,
10223,1,Other,
13789,1,Downtown Association,
7421,1,Service,
6636,1,Retail,
6121,1,Service,
11133,1,Service,
6784,1,Service,
8277,1,Service,
3958,1,Service,
7086,1,Downtown Association,
1427,1,Retail,
5434,1,Downtown Association,
5656,1,Rental,
7428,1,,
5105,1,,
4020,1,,
5616,1,Rental,
3529,1,Rental,
6328,1,Service,
10188,1,Service,
12392,1,Rental,
4412,1,Service,
5651,1,Rental,
1679,1,Service,
2361,1,Rental,
7309,1,Service,
2239,1,Service,
3759,1,Service,
9185,1,Rental,
13304,1,Service,
7792,1,Service,
2684,1,Service,
3097,1,Service,
5638,1,Rental,
12410,1,Rental,
5655,1,Rental,
10027,1,Service,
8290,1,Service,
1465,1,Rental,
12847,1,Service,
6609,1,Service,
7665,1,Downtown Association,
2857,1,Service,
7393,1,Service,
5250,1,Service,
6420,1,,
9347,1,Service,
6798,1,Retail,
5803,1,Downtown Association,
13771,1,Service,
12253,1,Retail,
1524,1,Service,
4215,1,Downtown Association,
4510,1,Service,
5628,1,Rental,
3940,1,Service,
2796,1,Rental,
2796,1,Rental,
6714,1,Downtown Association,
2428,1,Service,
3921,1,Service,
5655,1,Rental,
5363,1,Rental,
9100,1,Downtown Association,
5846,1,Downtown Association,
5957,1,Downtown Association,
5608,1,Rental,
5330,1,Service,
3807,1,Service,
9345,1,Service,
6408,1,Service,
7461,1,Downtown Association,
1653,1,Retail,
9093,1,Rental,
3949,1,Retail,
6362,1,Downtown Association,
5657,1,Rental,
1536,1,Service,
4143,1,Service,
5531,1,Service,
7195,1,Downtown Association,
2161,1,Retail,
5650,1,Service,
7217,1,Service,
2432,1,Service,
5168,1,Other,
7292,1,Service,
2320,1,Service,
14640,1,Service,
5300,1,Service,
1252,1,Service,
12321,1,Rental,
8162,1,Other,
5904,1,Downtown Association,
5250,1,Other,
5910,1,Retail,
12404,1,Rental,
15953,1,Service,
5652,1,Rental,
5666,1,Rental,
5650,1,Service,
1233,1,Retail,
12055,1,Other,
2333,1,Service,
1403,1,Service,
1100,1,Retail,
2943,1,Downtown Association,
7386,1,Other,
11486,1,Service,
12554,1,Retail,
6447,1,Service,
12281,1,Service,
6231,1,Service,
9764,1,Downtown Association,
5937,1,Downtown Association,
8536,1,Other,
12320,1,Rental,
9198,1,Rental,
5754,1,Service,
5307,1,Service,
5644,1,Rental,
2060,1,Service,
5414,1,Retail,
5666,1,Rental,
7694,1,Service,
4452,1,Service,
5761,1,Service,
4609,1,Service,
5740,1,Downtown Association,
4433,1,Service,
2243,1,Service,
6909,1,,
10076,1,Service,
12299,1,Rental,
3920,1,Service,
9724,1,Service,
5664,1,Rental,
6870,1,Downtown Association,
5684,1,Rental,
8130,1,Service,
9087,1,Rental,
13685,1,Service,
14741,1,Service,
3307,1,,
1008,1,Rental,
12354,1,Rental,
716,1,Retail,
5411,1,Retail,
3923,1,Downtown Association,
5649,1,Rental,
9205,1,Rental,
5131,1,Service,
10233,1,Service,
9208,1,Rental,
5663,1,Rental,
906,1,Retail,
3978,1,Service,
7156,1,Service,
4804,1,Service,
6008,1,,
2822,1,Other,
4018,1,Rental,
1524,1,Service,
5133,1,Service,
4609,1,Retail,
2310,1,Service,
3410,1,Service,
489,1,Service,
7211,1,Other,
4831,1,Service,
8324,1,Downtown Association,
1403,1,Service,
4159,1,Retail,
5305,1,Rental,
7246,1,Downtown Association,
5655,1,Rental,
4908,1,Other,
5110,1,Downtown Association,
3293,1,Service,
3482,1,Retail,
3551,1,Retail,
3794,1,Retail,
3919,1,Retail,
3930,1,Retail,
4287,1,Downtown Association,
7392,1,Service,
1884,1,Service,
1542,1,Retail,
5357,1,Downtown Association,
10702,1,Downtown Association,
5960,1,Service,
5629,1,Rental,
5022,1,Rental,
6950,1,Service,
12053,1,Service,
5663,1,Rental,
4609,1,Retail,
8094,1,Other,
6204,1,Service,
1524,1,Service,
6820,1,Service,
5651,1,Rental,
7127,1,Rental,
7434,1,Service,
5662,1,Rental,
7302,1,Downtown Association,
3229,1,Downtown Association,
5792,1,Rental,
5643,1,Rental,
5666,1,Rental,
11113,1,Downtown Association,
8249,1,Service,
3452,1,Service,
12207,1,Other,
8282,1,Service,
7484,1,Service,
14731,1,Service,
9149,1,Rental,
6635,1,Service,
7140,1,Service,
8038,1,Service,
2989,1,Service,
3984,1,Service,
6946,1,Service,
7968,1,Service,
5655,1,Rental,
2684,1,Service,
8365,1,Service,
2918,1,Rental,
3395,1,Downtown Association,
2224,1,Downtown Association,
4670,1,Retail,
3634,1,Rental,
2970,1,Service,
5938,1,Service,
10855,1,Retail,
197,1,Service,
892,1,Service,
1505,1,Service,
9086,1,Rental,
14205,1,Service,
6167,1,Service,
2814,1,Service,
3564,1,Other,
13396,1,Retail,
836,1,Service,
9122,1,Service,
2242,1,Service,
1500,1,Service,
7541,1,Retail,
2043,1,Rental,
2550,1,Service,
3543,1,Other,
5663,1,Rental,
5652,1,Rental,
15588,1,Service,
1435,1,Rental,
4591,1,Downtown Association,
6786,1,Service,
5824,1,Service,
1802,1,Downtown Association,
5363,1,Downtown Association,
5656,1,Rental,
7794,1,Retail,
12105,1,Other,
5607,1,Rental,
4264,1,Rental,
4279,1,Hotel,
2968,1,Retail,
9530,1,Other,
6362,1,Retail,
1585,1,Retail,
7793,1,Service,
6155,1,Service,
14687,1,Retail,
9093,1,Rental,
6533,1,Retail,
7321,1,Service,
15222,1,Downtown Association,
1901,1,Retail,
5650,1,Rental,
3279,1,Service,
15953,1,Retail,
6191,1,Service,
4859,1,Service,
5620,1,Rental,
8659,1,Service,
7350,1,Service,
7653,1,Service,
2676,1,Retail,
7052,1,Service,
5595,1,Rental,
5603,1,Rental,
12396,1,Downtown Association,
5342,1,Retail,
2164,1,Rental,
6457,1,Rental,
7203,1,Service,
7253,1,Service,
8064,1,Downtown Association,
12400,1,Rental,
6611,1,Service,
4387,1,Hotel,
7132,1,Service,
5980,1,Rental,
5650,1,Rental,
3048,1,Service,
3709,1,Service,
1312,1,Service,
5631,1,Rental,
5546,1,Rental,
2431,1,Service,
8267,1,,
5658,1,Rental,
9093,1,Rental,
6084,1,Service,
1086,1,Service,
8849,1,Downtown Association,
2547,1,Rental,
7514,1,Rental,
7092,1,Service,
10650,1,Downtown Association,
2422,1,Rental,
5588,1,Rental,
15953,1,Service,
1148,1,Retail,
5762,1,Retail,
8849,1,Service,
1185,1,,
2792,1,Retail,
12397,1,Rental,
6623,1,Service,
12407,1,Rental,
4559,1,Rental,
5651,1,Rental,
4579,1,,
1298,1,Retail,
3170,1,Rental,
10536,1,Rental,
5645,1,Rental,
5655,1,Rental,
5573,1,Rental,
9151,1,Rental,
5655,1,Rental,
12361,1,Downtown Association,
5546,1,Rental,
855,1,Retail,
1505,1,Service,
3466,1,Downtown Association,
9115,1,Rental,
6959,1,Downtown Association,
5614,1,Rental,
12393,1,Rental,
1480,1,Rental,
5662,1,Rental,
5616,1,Rental,
9017,1,Rental,
5651,1,Rental,
9183,1,Downtown Association,
5645,1,Rental,
2548,1,Service,
9095,1,Rental,
9185,1,Rental,
5349,1,Service,
5992,1,Rental,
12392,1,Rental,
9199,1,Rental,
5553,1,Rental,
5685,1,Rental,
8431,1,Service,
4948,1,Downtown Association,
5518,1,Service,
2439,1,Rental,
3769,1,Rental,
10416,1,Rental,
4559,1,Service,
7882,1,Service,
5880,1,Service,
17779,1,Service,
13699,1,Service,
5662,1,Rental,
4159,1,Service,
5981,1,Service,
12386,1,Rental,
6715,1,Downtown Association,
5407,1,Downtown Association,
4266,1,Hotel,
2593,1,Downtown Association,
13973,1,Service,
5812,1,Service,
6097,1,,
9897,1,Service,
2449,1,Rental,
5651,1,Rental,
15953,1,Downtown Association,
12385,1,Rental,
5652,1,Rental,
5617,1,Rental,
5643,1,Rental,
5662,1,Rental,
5805,1,Rental,
7434,1,,
4215,1,Rental,
9072,1,Service,
15953,1,Other,
9851,1,Service,
2760,1,Service,
9198,1,Rental,
15953,1,Service,
5776,1,Service,
4935,1,Retail,
4935,1,Retail,
8364,1,Service,
3341,1,Downtown Association,
10417,1,Downtown Association,
12342,1,Downtown Association,
12393,1,Rental,
5658,1,Rental,
5663,1,Rental,
9110,1,Rental,
7149,1,Service,
11386,1,Service,
9142,1,Rental,
6847,1,Service,
5651,1,Rental,
5664,1,Rental,
5629,1,Rental,
12403,1,Rental,
10347,1,Service,
12405,1,Rental,
12369,1,Rental,
12407,1,Rental,
4433,1,Service,
5648,1,Rental,
5652,1,Rental,
4287,1,Retail,
5467,1,Service,
18875,1,Service,
12413,1,Rental,
5644,1,Rental,
5638,1,Rental,
3537,1,Rental,
12412,1,Rental,
11531,1,Downtown Association,
7608,1,Service,
1449,1,Rental,
9143,1,Rental,
7598,1,Service,
12400,1,Rental,
11205,1,Rental,
9907,1,Service,
7125,1,Service,
12413,1,Rental,
6434,1,Service,
5224,1,Service,
1451,1,Rental,
4419,1,Service,
7819,1,Retail,
997,1,Service,
2043,1,Service,
5608,1,Rental,
7478,1,Downtown Association,
4182,1,Downtown Association,
3040,1,,
3633,1,,
3156,1,,
3270,1,,
5656,1,Downtown Association,
6568,1,,
6947,1,,
8627,1,,
7820,1,,
7582,1,Service,
6204,1,,
3860,1,,
10839,1,Downtown Association,
4047,1,,
3912,1,,
7209,1,Service,
2011,1,Service,
6100,1,Service,
1960,1,Retail,
15953,1,Service,
12407,1,Rental,
8715,1,Retail,
5994,1,Service,
5663,1,Rental,
2424,1,Rental,
5617,1,Rental,
12328,1,Service,
4746,1,Service,
5308,1,Service,
1392,1,Rental,
3837,1,Service,
7195,1,Rental,
5684,1,Rental,
5657,1,Rental,
9169,1,Rental,
6798,1,Retail,
3090,1,Service,
4993,1,Downtown Association,
12313,1,Rental,
6132,1,Retail,
10570,1,Retail,
5652,1,Rental,
5398,1,Service,
12389,1,Rental,
10747,1,Service,
4917,1,Service,
7240,1,Service,
7435,1,Downtown Association,
5655,1,Rental,
8200,1,Rental,
3769,1,Service,
4353,1,Service,
6247,1,Service,
5651,1,Rental,
7058,1,Service,
14974,1,Service,
15953,1,Other,
6674,1,Service,
5658,1,Rental,
162,1,Service,
5627,1,Rental,
2845,1,Service,
5657,1,Rental,
7209,1,Service,
2472,1,Retail,
14961,1,Service,
10058,1,Rental,
12642,1,Service,
4272,1,Retail,
15953,1,Service,
7352,1,Service,
11397,1,,
5652,1,Rental,
4588,1,Service,
6237,1,Service,
3559,1,Retail,
952,1,Downtown Association,
7234,1,Service,
10970,1,Service,
2286,1,Service,
4564,1,Downtown Association,
6821,1,Other,
3754,1,Service,
4882,1,Service,
8682,1,Service,
10808,1,Service,
7357,1,Service,
15953,1,Service,
5027,1,Service,
11377,1,Retail,
7504,1,Service,
6636,1,Service,
4060,1,Service,
3695,1,Service,
5533,1,Service,
7772,1,Retail,
5326,1,Rental,
13923,1,Service,
11206,1,Service,
11224,1,Service,
6230,1,Service,
4209,1,Hotel,
3950,1,Service,
7076,1,Service,
12070,1,Retail,
5595,1,Rental,
7827,1,Service,
2830,1,Service,
4910,1,Service,
10283,1,Service,
841,1,Downtown Association,
7092,1,Service,
1749,1,Rental,
2067,1,Rental,
7203,1,Downtown Association,
3178,1,Service,
7484,1,Service,
5651,1,Rental,
2577,1,Service,
9110,1,Rental,
3746,1,Rental,
3535,1,Service,
5012,1,Retail,
12412,1,Rental,
5873,1,Downtown Association,
8620,1,Other,
9640,1,Downtown Association,
6848,1,Service,
7626,1,Rental,
7456,1,Service,
6135,1,Service,
5631,1,Rental,
13987,1,Retail,
7604,1,Service,
5664,1,Rental,
5992,1,Other,
15588,1,Retail,
2551,1,Downtown Association,
3150,1,Service,
3121,1,,
6328,1,Downtown Association,
8682,1,Downtown Association,
7135,1,Other,
7356,1,Downtown Association,
2437,1,Retail,
5622,1,Rental,
3318,1,Service,
4293,1,Service,
917,1,Service,
6842,1,Downtown Association,
9394,1,Downtown Association,
3920,1,,
12392,1,Rental,
5655,1,Rental,
2374,1,Rental,
5656,1,Rental,
9198,1,Rental,
5986,1,Rental,
6950,1,Service,
9087,1,Rental,
5645,1,Rental,
7541,1,Rental,
3573,1,Service,
14492,1,Downtown Association,
7744,1,Service,
7630,1,,
3334,1,Rental,
3801,1,Service,
1935,1,Service,
5638,1,Rental,
2742,1,Rental,
3678,1,Rental,
9086,1,Rental,
6888,1,Service,
2688,1,Service,
5663,1,Rental,
5649,1,Rental,
909,1,Service,
1435,1,Rental,
10384,1,Downtown Association,
7539,1,Downtown Association,
8225,1,Service,
5589,1,Rental,
9185,1,Rental,
2374,1,Service,
9149,1,Rental,
4938,1,Rental,
5636,1,Rental,
5741,1,Service,
15953,1,Service,
9306,1,Downtown Association,
1981,1,Rental,
6839,1,Downtown Association,
7806,1,Rental,
7919,1,Rental,
9198,1,Rental,
8098,1,Rental,
2219,1,Service,
5651,1,Rental,
4608,1,Rental,
5810,1,Service,
549,1,Service,
5714,1,Service,
7513,1,Service,
5658,1,Service,
6373,1,Service,
4859,1,Service,
4770,1,,
4000,1,Rental,
7762,1,Rental,
2449,1,Service,
8217,1,Service,
3517,1,Service,
15222,1,Retail,
10251,1,Service,
8037,1,Other,
14157,1,Service,
11133,1,Service,
7161,1,Service,
15953,1,Service,
12370,1,Rental,
11003,1,Service,
15588,1,Service,
3573,1,Other,
5042,1,Downtown Association,
15953,1,Service,
2339,1,Service,
5529,1,Rental,
4572,1,Service,
5595,1,Rental,
5649,1,Rental,
5614,1,Rental,
6763,1,Rental,
7962,1,Service,
12393,1,Rental,
8326,1,Rental,
5553,1,Service,
8623,1,Retail,
8626,1,Service,
3999,1,Service,
4762,1,Service,
3410,1,Downtown Association,
2452,1,Service,
5657,1,Rental,
15953,1,Retail,
3692,1,Other,
5692,1,Service,
763,1,Service,
15953,1,Rental,
9038,1,Rental,
5663,1,Rental,
9207,1,Rental,
5608,1,Rental,
8071,1,Service,
3228,1,Service,
12392,1,Rental,
12397,1,Rental,
1281,1,Retail,
5622,1,Rental,
6021,1,Service,
3139,1,Service,
7265,1,Service,
7675,1,Service,
2362,1,Rental,
6008,1,Retail,
2255,1,Rental,
3485,1,Downtown Association,
5529,1,Service,
10220,1,Retail,
6583,1,Service,
5019,1,Service,
8065,1,,
5519,1,Retail,
2718,1,Retail,
1477,1,Rental,
3095,1,Service,
5133,1,Downtown Association,
6924,1,Service,
7548,1,Downtown Association,
15953,1,Rental,
12462,1,Service,
6611,1,Service,
3629,1,Service,
8326,1,Service,
9166,1,Rental,
7603,1,Downtown Association,
4713,1,Service,
4046,1,Retail,
10157,1,Downtown Association,
2005,1,Retail,
12774,1,Service,
2221,1,Retail,
277,1,Service,
5272,1,Service,
1190,1,Service,
4111,1,Retail,
9829,1,Service,
7856,1,Service,
15953,1,Downtown Association,
7212,1,Downtown Association,
6027,1,Retail,
6121,1,Service,
3660,1,,
5554,1,Service,
11363,1,Retail,
6849,1,Service,
2365,1,Retail,
5881,1,Service,
7290,1,Downtown Association,
2199,1,Service,
1130,1,Service,
5651,1,Rental,
7189,1,Retail,
1476,1,Rental,
5652,1,Rental,
5655,1,Rental,
8679,1,Service,
3284,1,Service,
2233,1,Service,
5694,1,Service,
4173,1,Retail,
2180,1,Downtown Association,
2417,1,Downtown Association,
6511,1,Retail,
6973,1,Service,
7204,1,Retail,
8819,1,Downtown Association,
6636,1,Service,
5627,1,Rental,
5638,1,Rental,
5623,1,Rental,
4578,1,Service,
11980,1,Rental,
15953,1,Rental,
7248,1,Other,
7737,1,Retail,
12361,1,Rental,
12169,1,Downtown Association,
7911,1,Retail,
7091,1,Service,
5638,1,Rental,
6484,1,Service,
8339,1,Downtown Association,
3746,1,Rental,
744,1,,
5105,1,,
4208,1,,
4570,1,,
3697,1,,
5105,1,,
3697,1,,
4790,1,,
5105,1,,
4629,1,,
4921,1,,
4047,1,,
3416,1,,
5932,1,,
9362,1,Downtown Association,
3150,1,Service,
4608,1,,
748,1,Service,
2178,1,Service,
12621,1,Service,
5652,1,Rental,
6345,1,Service,
5949,1,Service,
4882,1,Service,
8130,1,Service,
9793,1,Service,
8310,1,Downtown Association,
14034,1,Rental,
6821,1,Retail,
3433,1,Service,
4287,1,Other,
4287,1,Other,
7765,1,Rental,
5609,1,Rental,
10592,1,Rental,
108,1,Service,
1449,1,Rental,
5645,1,Rental,
15953,1,Service,
8311,1,Retail,
6133,1,Retail,
6167,1,Service,
5399,1,Service,
5631,1,Rental,
6751,1,Service,
2591,1,Service,
6594,1,Rental,
1422,1,Rental,
5629,1,Rental,
7177,1,Downtown Association,
4007,1,Service,
10410,1,Service,
6231,1,Service,
15953,1,Downtown Association,
10447,1,Rental,
9087,1,Rental,
267,1,Service,
7520,1,Service,
5167,1,Service,
6896,1,Service,
9841,1,Service,
5650,1,Rental,
11088,1,Service,
14188,1,Service,
4349,1,Service,
4034,1,Downtown Association,
1950,1,Retail,
1677,1,Downtown Association,
5363,1,Service,
5974,1,Rental,
5994,1,,
15953,1,Retail,
6404,1,Service,
1875,1,Retail,
15953,1,Rental,
15953,1,Downtown Association,
6539,1,Retail,
6610,1,Service,
5977,1,Retail,
9556,1,Other,
6035,1,Service,
5656,1,Rental,
6908,1,Service,
7546,1,Service,
5601,1,Rental,
2073,1,Rental,
5655,1,Rental,
3048,1,Retail,
6229,1,Retail,
3878,1,Downtown Association,
6930,1,Retail,
5649,1,Retail,
8393,1,Service,
3706,1,Service,
6488,1,Service,
4846,1,Retail,
13778,1,Retail,
5650,1,Rental,
9185,1,Rental,
11230,1,Downtown Association,
4433,1,Service,
6090,1,Service,
10103,1,Service,
6713,1,Downtown Association,
1389,1,Service,
5876,1,Service,
10622,1,Downtown Association,
6149,1,Service,
8049,1,Service,
7469,1,Downtown Association,
2375,1,Service,
12351,1,Downtown Association,
5064,1,Service,
5649,1,Rental,
9656,1,Retail,
11203,1,Service,
4187,1,Rental,
11266,1,Service,
12109,1,Service,
9143,1,Rental,
5805,1,Service,
12336,1,Rental,
12407,1,Rental,
9173,1,,
216,1,Service,
7020,1,Service,
5648,1,Rental,
4046,1,Rental,
8023,1,Service,
1570,1,Service,
12412,1,Rental,
3101,1,Service,
5994,1,Service,
15953,1,Rental,
2408,1,Service,
11929,1,Downtown Association,
2096,1,Downtown Association,
3990,1,Service,
7311,1,Downtown Association,
6019,1,Other,
15953,1,Retail,
6181,1,Service,
5637,1,Service,
10803,1,Other,
2956,1,,
7468,1,Downtown Association,
6230,1,Retail,
6384,1,,
7232,1,Service,
6007,1,Retail,
4595,1,Service,
1676,1,Retail,
9877,1,Retail,
6233,1,Service,
7447,1,Retail,
7314,1,Retail,
5566,1,Downtown Association,
3291,1,Service,
6064,1,Rental,
5676,1,Service,
3628,1,Rental,
6708,1,Downtown Association,
12412,1,Rental,
8064,1,Rental,
9142,1,Rental,
3661,1,Service,
15953,1,Retail,
7248,1,Service,
5217,1,Retail,
5652,1,Rental,
5652,1,Rental,
4956,1,Service,
9401,1,Service,
13649,1,Service,
1524,1,Rental,
4501,1,Service,
5236,1,Service,
7772,1,Other,
8010,1,Other,
3368,1,Rental,
4516,1,Downtown Association,
10437,1,Retail,
9837,1,Retail,
390,1,Service,
6036,1,Service,
6988,1,Service,
15953,1,Rental,
8353,1,Service,
15953,1,Service,
2205,1,Service,
3669,1,Service,
2702,1,Service,
6447,1,Service,
4279,1,Service,
5628,1,Rental,
6364,1,Downtown Association,
6653,1,Service,
5655,1,Rental,
6777,1,Service,
12398,1,Rental,
6797,1,Other,
5582,1,Rental,
3669,1,Service,
4602,1,Service,
5643,1,Rental,
12796,1,Service,
8164,1,Service,
2619,1,Service,
7049,1,Service,
4628,1,Service,
1114,1,Retail,
7111,1,Rental,
1403,1,Downtown Association,
2619,1,Service,
8773,1,Service,
4557,1,Downtown Association,
1504,1,Retail,
1443,1,Rental,
2682,1,Retail,
6813,1,Service,
3328,1,Service,
5622,1,Rental,
2198,1,Service,
1753,1,Retail,
2285,1,Other,
4308,1,Service,
7563,1,Other,
6938,1,Service,
7147,1,Service,
12368,1,Rental,
11296,1,Service,
1303,1,Retail,
5608,1,Rental,
2075,1,Service,
3450,1,Retail,
9334,1,Other,
13714,1,Service,
5631,1,Rental,
4004,1,Service,
1402,1,Rental,
5132,1,Retail,
7261,1,Downtown Association,
8078,1,Service,
6603,1,Retail,
2407,1,Service,
5656,1,Rental,
5650,1,Rental,
5655,1,Rental,
5652,1,Rental,
5629,1,Rental,
5662,1,Rental,
5650,1,Rental,
1448,1,Rental,
4017,1,Retail,
6895,1,Service,
1482,1,Rental,
1974,1,Other,
4999,1,Retail,
6391,1,Service,
4739,1,Service,
6112,1,Service,
3480,1,Service,
6245,1,Retail,
7148,1,Service,
15953,1,Downtown Association,
3019,1,Service,
5848,1,Service,
4249,1,Service,
2011,1,Service,
5623,1,Rental,
4591,1,Retail,
13305,1,Service,
3334,1,Service,
4607,1,Rental,
5756,1,Service,
6512,1,Service,
7633,1,Downtown Association,
1830,1,Retail,
4362,1,Retail,
7062,1,Service,
10460,1,Service,
9001,1,Downtown Association,
10950,1,Service,
10415,1,Service,
11224,1,Service,
8865,1,Service,
3787,1,Service,
7951,1,Service,
5599,1,Retail,
5622,1,Rental,
5222,1,Other,
734,1,Service,
2806,1,Downtown Association,
6870,1,Retail,
491,1,Retail,
3307,1,Downtown Association,
2716,1,Service,
3237,1,Downtown Association,
6636,1,Service,
1281,1,Rental,
1935,1,Retail,
4046,1,Retail,
6415,1,Retail,
8553,1,Rental,
7794,1,Retail,
5790,1,Service,
2467,1,Retail,
9261,1,Retail,
7777,1,Service,
5440,1,Service,
12413,1,Rental,
5039,1,Retail,
3422,1,Service,
1054,1,Service,
6686,1,Rental,
6425,1,Service,
6968,1,Service,
5953,1,Service,
4173,1,Service,
3542,1,Service,
7650,1,Service,
3496,1,Service,
4591,1,Service,
7987,1,Retail,
9480,1,Service,
5904,1,Retail,
9059,1,Service,
2407,1,Service,
947,1,Downtown Association,
10529,1,Service,
6800,1,Retail,
7276,1,Other,
4279,1,Service,
2286,1,Service,
5648,1,Rental,
573,1,Service,
5602,1,Downtown Association,
4682,1,Service,
4682,1,Service,
5631,1,Rental,
5145,1,Service,
14650,1,Retail,
2606,1,Retail,
2369,1,Service,
2844,1,Service,
5123,1,Service,
4537,1,Downtown Association,
6037,1,Rental,
3038,1,Service,
7618,1,Downtown Association,
9389,1,Retail,
4007,1,Service,
8422,1,Retail,
6889,1,Retail,
6078,1,Service,
1879,1,Retail,
4033,1,Retail,
5589,1,Rental,
7605,1,Retail,
12524,1,Service,
4383,1,Downtown Association,
12413,1,Rental,
5629,1,Rental,
1281,1,Downtown Association,
5628,1,Rental,
15953,1,Service,
5762,1,Service,
8067,1,Service,
1008,1,Retail,
9815,1,Retail,
8702,1,Retail,
1989,1,Other,
978,1,Service,
10417,1,Rental,
15953,1,Retail,
5631,1,Rental,
1522,1,Service,
3646,1,Service,
4656,1,Service,
5516,1,Other,
15953,1,Downtown Association,
5645,1,Rental,
3320,1,Other,
3101,1,Service,
10416,1,Rental,
9211,1,Service,
6036,1,Service,
507,1,Retail,
8333,1,Service,
5510,1,Downtown Association,
6776,1,Service,
10220,1,Retail,
4991,1,Service,
7820,1,Service,
10975,1,Service,
3682,1,Retail,
7659,1,Service,
9663,1,Other,
5442,1,Other,
8728,1,Service,
6860,1,Service,
8163,1,Retail,
10531,1,Other,
5546,1,Service,
12146,1,Other,
3109,1,Service,
3264,1,Service,
7783,1,Downtown Association,
5925,1,Service,
6604,1,Service,
11600,1,Retail,
5929,1,Service,
11090,1,Service,
6965,1,Service,
2382,1,Retail,
5495,1,Service,
2375,1,Service,
8191,1,Service,
7505,1,Service,
319,1,Service,
7059,1,Service,
9845,1,Downtown Association,
5271,1,Service,
10338,1,Downtown Association,
10893,1,Retail,
15953,1,Other,
5014,1,Other,
9494,1,Retail,
11829,1,Retail,
15953,1,Retail,
5658,1,Rental,
4111,1,Service,
4461,1,Service,
14584,1,Service,
6953,1,Service,
7951,1,Service,
1388,1,Downtown Association,
247,1,Service,
12896,1,Rental,
7938,1,Service,
9087,1,Rental,
12368,1,Downtown Association,
2719,1,Rental,
4488,1,Service,
14026,1,Service,
14121,1,Service,
9785,1,Service,
12300,1,Service,
3502,1,Service,
9805,1,Service,
8322,1,Service,
9820,1,Retail,
5258,1,Rental,
3074,1,Retail,
1555,1,Rental,
7603,1,Downtown Association,
5369,1,Service,
8231,1,Service,
7261,1,Downtown Association,
5785,1,Service,
7070,1,Downtown Association,
15953,1,Retail,
3704,1,Retail,
5070,1,Service,
2043,1,Retail,
6582,1,Retail,
4587,1,Downtown Association,
2205,1,Downtown Association,
4012,1,Downtown Association,
673,1,Rental,
6588,1,Service,
1277,1,Retail,
6223,1,Service,
2011,1,Downtown Association,
6218,1,Retail,
10313,1,Service,
3762,1,,
10380,1,Service,
4215,1,Retail,
3461,1,Retail,
3835,1,Service,
3796,1,Service,
8002,1,Retail,
2802,1,Other,
2856,1,Retail,
6495,1,Retail,
8577,1,Service,
7828,1,Service,
4774,1,Service,
7672,1,Service,
12299,1,Rental,
5652,1,Rental,
5651,1,Rental,
5326,1,Service,
12411,1,Rental,
12406,1,Rental,
5319,1,Service,
5648,1,Rental,
15588,1,Rental,
6036,1,Downtown Association,
5651,1,Rental,
5656,1,Rental,
10464,1,Rental,
12321,1,Rental,
5665,1,Service,
5645,1,Rental,
12482,1,Service,
9038,1,Rental,
6855,1,,
5623,1,Rental,
15953,1,Rental,
12349,1,Rental,
12391,1,Rental,
10475,1,Downtown Association,
5655,1,Rental,
15953,1,Service,
10417,1,Downtown Association,
9165,1,Service,
5607,1,Rental,
2768,1,Rental,
11490,1,Service,
4660,1,Service,
5629,1,Rental,
12392,1,Rental,
8590,1,Rental,
5651,1,Rental,
5532,1,Rental,
5657,1,Rental,
5986,1,Rental,
11224,1,Service,
8108,1,Rental,
5610,1,Rental,
5592,1,Rental,
9113,1,Rental,
1646,1,Rental,
10545,1,Rental,
5656,1,Rental,
9185,1,Rental,
5882,1,Rental,
13761,1,Service,
7801,1,Rental,
4721,1,Service,
10416,1,Rental,
13482,1,Service,
9185,1,Rental,
14874,1,Service,
3437,1,Service,
12398,1,Rental,
3681,1,Service,
4805,1,,
5655,1,Rental,
1893,1,Service,
12321,1,Rental,
7827,1,Service,
125,1,Retail,
6131,1,Retail,
12186,1,Service,
4962,1,Service,
6362,1,,
7892,1,Service,
