closure_time,censor,500m_5yr_churn,Business type,Rate type (STD),cluster,ft to downtown,is_downtown_association,is_home_occ,sq(ft),start_year,type,zone,zone_type
1863.0,1,0.0571428571428571,Restaurant,General Service,4,10732.53088192548,0,0,358439.5018728301,2007,Service,C,Commercial
2400.0,0,0.3183279742765273,Miscellaneous Business,General Service,0,0.0,0,0,13680.453101762874,2019,Service,O,Office
804.0,0,0.1578947368421052,Home Occupation,General Service,1,15332.0507521383,0,1,6271.392587265303,2024,Service,R-1,Residential
2486.0,0,0.2886904761904761,Medical Services,Professional Service,0,1756.750126889655,0,0,5023.855773786691,2019,Service,O,Office
1323.0,0,0.3488372093023256,Counseling,Professional Service,4,10175.899151926187,0,0,25614.63317779357,2022,Service,O,Office
6440.0,1,0.0,Medical Services,Professional Service,0,1814.6413556158027,0,0,28930.910947524146,1989,Service,O,Office
1460.0,0,0.2538860103626943,Rental- Residential,Residential Rental,0,2087.238600376904,0,0,7535.563864352258,2022,Rental,R-2,Residential
4117.0,1,0.3652037617554859,Real Estate Broker,Downtown Association,0,21.76895919525653,0,0,6195.2053808079945,2014,Downtown Association,O,Office
1890.0,1,0.0759753593429158,Health Spa/Fitness,General Service,0,0.0,0,0,8045.075438811998,2006,Service,O,Office
9989.0,0,0.0,Medical Services,Professional Service,0,287.61447159881726,0,0,5877.3467955015285,1998,Service,O,Office
326.0,1,0.1428571428571428,Home Occupation,General Service,1,6037.417184650315,0,1,59233.36639189376,2011,Service,R-1,Residential
14629.0,0,0.0,Laundry/Dry Cleaner,General Service,4,9937.335873997945,0,0,328946.8744863285,1986,Service,C,Commercial
2610.0,0,0.2244897959183673,Counseling,General Service,0,2747.722157002453,0,0,5271.361789801912,2019,Service,O,Office
1897.0,0,0.3440860215053763,Restaurant,General Retailer,1,7339.537333951417,0,0,38322.341237004905,2021,Retail,C,Commercial
3893.0,1,0.4086021505376344,Retail,General Retailer,2,12873.812385833986,0,0,97915.6927441578,2014,Retail,C,Commercial
5673.0,0,0.225,Rental- Residential,Residential Rental,3,1555.4746667887837,0,0,6988.276662006491,2010,Rental,R-1,Residential
650.0,1,0.4090909090909091,Rental- Residential,Residential Rental,2,13106.045865356054,0,0,4068.468651402254,2022,Rental,R-1,Residential
3089.0,1,0.0,Food Store,General Wholesaler,1,8590.18871682479,0,0,11713.193086348603,1998,Other,M,Manufacturing
5340.0,1,0.0,Manufacturing,General Manufacturer,1,8590.18871682479,0,0,11713.193086348603,2005,Other,M,Manufacturing
709.0,1,0.3529411764705882,Education/School,General Service,2,11713.313200656185,0,0,14238.053285660111,2015,Service,C,Commercial
4478.0,0,0.3426573426573426,Manufacturing,General Manufacturer,0,3318.2355861532674,0,0,100987.56764073543,2013,Other,C,Commercial
3881.0,0,0.2815533980582524,Home Occupation,General Retailer,3,2865.825368076846,0,1,12040.350976148284,2015,Retail,R-1,Residential
1218.0,1,0.1428571428571428,Recreation-Instruction/Training,General Service,3,4649.969696755899,0,0,386139.4026819261,2009,Service,PF,Public
2504.0,0,0.3793103448275862,Home Occupation,General Service,1,15267.314909386509,0,1,6016.646950915833,2019,Service,R-1,Residential
292.0,1,0.0714285714285714,Home Occupation,General Service,4,12174.876933576772,0,1,7335.782638167877,2006,Service,R-1,Residential
379.0,1,0.0,Misc Business Services,General Service,1,25834.819744456323,0,0,9508767.479464812,2007,Service,C,Commercial
592.0,1,0.25,Auto Mechanic/Detailer/Services,General Service,1,6376.219538364908,0,0,21612.24751167751,2012,Service,M,Manufacturing
2886.0,1,0.0,Motor Vehicle Sales,General Retailer,0,492.60929109506105,0,0,15367.5531670503,2003,Retail,C,Commercial
718.0,1,0.3535483870967742,Retail,Downtown Association,0,0.0,1,0,7520.805275997904,2011,Downtown Association,C,Commercial
1406.0,1,0.1678321678321678,Retail,General Retailer,2,9120.936907937372,0,0,18356.06145977788,2008,Retail,C,Commercial
10972.0,1,0.0,Auto Mechanic/Detailer/Services,General Service,0,2214.105158690033,0,0,14769.44968758614,1989,Service,C,Commercial
1593.0,1,0.2828282828282828,Retail,General Retailer,2,5631.694972057108,0,0,42644.42353308406,2013,Retail,C,Commercial
3990.0,0,0.2512315270935961,Personal Services,General Service,0,1979.4859869375207,0,0,29332.25537416601,2015,Service,C,Commercial
3695.0,0,0.3100775193798449,Home Occupation,General Service,1,9669.299579027433,0,1,113632.1974917182,2016,Service,C,Commercial
839.0,1,0.3423566878980891,Medical Services,Downtown Association,0,0.0,0,0,10500.052626692008,2022,Downtown Association,O,Office
6535.0,0,0.1480865224625624,Retail,Downtown Association,0,0.0,1,0,4400.277361496859,2008,Downtown Association,C,Commercial
8813.0,0,0.0,Medical Services,Professional Service,1,12000.799625070422,0,0,38783.40069214897,2002,Service,O,Office
15964.0,0,0.0,Retail,General Retailer,1,8978.014994085532,0,0,43779.0409691173,1982,Retail,C,Commercial
654.0,0,0.15,Apparel/Accessories,General Retailer,3,9206.429710411954,0,0,8381.0710010711,2024,Retail,R-1,Residential
15964.0,0,0.0,Dental,Professional Service,2,7064.520842485701,0,0,24871.24269742165,1982,Service,C,Commercial
403.0,0,0.2026431718061674,Business/ Services/ Professions,General Service,0,2282.738650474147,0,0,61014.00068540238,2025,Service,C,Commercial
322.0,1,0.2553191489361702,Retail,General Retailer,1,8686.44642663586,0,0,98558.526567752,2021,Retail,M,Manufacturing
3808.0,0,0.3333333333333333,Repair Services,General Retailer,2,10647.730982646452,0,0,156225.5631969689,2015,Retail,C,Commercial
6018.0,1,0.0,Restaurant,Downtown Association,0,0.0,1,0,8377.251199391992,1992,Downtown Association,C,Commercial
2834.0,1,0.0,Home Occupation,General Service,1,7900.944603208188,0,1,7160.368766904329,2001,Service,R-1,Residential
2069.0,0,0.3325062034739454,Retail,General Service,0,66.82481482094407,1,0,17099.24231746052,2020,Service,C,Commercial
11043.0,0,0.0,Contractor- Specialty,Contractor,2,12790.448651597118,0,0,194460.79198290544,1995,Service,M,Manufacturing
1140.0,0,0.1935483870967742,Artist/Art Dealer/Sales/Gallery,General Retailer,4,10263.986237758014,0,0,6765.596916178989,2023,Retail,R-1,Residential
1277.0,0,0.2841530054644808,Repair Services,General Retailer,1,4973.928474877067,0,0,5698.077156628849,2022,Retail,C,Commercial
286.0,0,0.258893280632411,Food Store,Downtown Association,0,0.0,1,0,37187.77312983599,2025,Downtown Association,C,Commercial
1004.0,1,0.3214285714285714,Rental- Residential,Residential Rental,3,7217.077673701356,0,0,6775.442579114705,2010,Rental,R-1,Residential
626.0,0,0.2183908045977011,Food Store,General Service,4,10345.69745310652,0,0,94725.36439411792,2024,Service,C,Commercial
380.0,0,0.2259887005649717,Home Occupation,General Service,1,6611.471516416979,0,1,3473.9118054963155,2025,Service,R-2,Residential
408.0,0,0.289193302891933,Business/ Services/ Professions,Downtown Association,0,0.0,1,0,6936.857997253664,2025,Downtown Association,C,Commercial
5116.0,1,0.0,Medical Services,Professional Service,1,14187.25783075103,0,0,60991.084816810784,2000,Service,BP,Commercial
1435.0,0,0.4295774647887324,Rental- Residential,Residential Rental,4,11484.408833257146,0,0,6022.076864897722,2022,Rental,R-1,Residential
1840.0,1,0.2222222222222222,Auto Mechanic/Detailer/Services,General Service,2,8180.959807750548,0,0,837134.2425306678,2008,Service,BP,Commercial
5891.0,0,0.2525252525252525,Property Management,General Service,2,9070.125463237891,0,0,68701.43724255984,2010,Service,C,Commercial
2410.0,1,0.0,Personal Services,Downtown Association,0,0.0,1,0,7091.378855529287,2003,Downtown Association,C,Commercial
1428.0,0,0.2758620689655172,Restaurant,General Retailer,0,950.7702418915406,0,0,7114.890323680366,2022,Retail,C,Commercial
1032.0,1,0.2777777777777778,Entertainment,General Service,2,9131.561243473308,0,0,18379.59696657868,2020,Service,C,Commercial
5694.0,0,0.238095238095238,Transportation/Vehicles,Utilities/Transportation,2,8014.739523438443,0,0,19202.208697140908,2010,Other,C,Commercial
5333.0,0,0.3277310924369748,Retail,General Retailer,1,11925.152655605456,0,0,213156.38406141024,2011,Retail,C,Commercial
2444.0,1,0.1886792452830188,Home Occupation,General Retailer,0,4648.911023522126,0,1,7210.031913106655,2008,Retail,R-1,Residential
3135.0,0,0.2863247863247863,Home Occupation,General Service,2,7281.366277319814,0,1,135865.55892859172,2017,Service,R-2,Residential
575.0,1,0.2993630573248407,Home Occupation,General Service,2,10557.168410703522,0,1,1040694.0422821196,2015,Service,R-2,Residential
2545.0,0,0.2975206611570248,Beauty Salon,General Service,0,773.7914858414272,0,0,1294.1950698772484,2019,Service,C,Commercial
349.0,0,0.2645502645502645,Auto Mechanic/Detailer/Services,General Service,2,9086.243212665744,0,0,18094.48757008845,2025,Service,C,Commercial
7530.0,0,0.0,Personal Services,Downtown Association,0,0.0,1,0,37187.77312983599,2005,Downtown Association,C,Commercial
2100.0,0,0.4016393442622951,Home Occupation,General Service,4,10669.779323766516,0,1,102654.01945182164,2020,Service,R-1,Residential
1791.0,0,0.3383084577114428,Communications,General Retailer,0,187.8663030362173,0,0,5368.54112695502,2021,Retail,R-4,Residential
3168.0,0,0.3670886075949367,Rental- Residential,Residential Rental,3,4303.442006822268,0,0,10100.673868546815,2017,Rental,R-1,Residential
1365.0,1,0.3205128205128205,Health Spa/Fitness,General Service,1,12711.351451372995,0,0,80475.7869741603,2019,Service,C,Commercial
215.0,1,0.4193548387096774,Homestay,Homestay Temporary TOT,1,9258.454315128622,0,0,8733.170741025484,2014,Hotel,R-1,Residential
3925.0,1,0.0,Restaurant,General Service,2,11241.332130444776,0,0,101525.51823980744,2002,Service,C,Commercial
11490.0,1,0.0,Restaurant,General Retailer,3,4903.533569619401,0,0,216202.21346765,1985,Retail,C,Commercial
1504.0,0,0.3524590163934426,Personal Services,General Retailer,3,5976.764385228552,0,0,10077.791250061313,2022,Retail,C,Commercial
434.0,1,0.1956521739130435,Home Occupation,General Wholesaler,3,4176.203138529093,0,1,6690.709030616074,2011,Other,R-1,Residential
6303.0,0,0.2024922118380062,Retail,Downtown Association,0,0.0,1,0,36099.68329911458,2008,Downtown Association,C,Commercial
10374.0,0,0.0,Apparel/Accessories,Downtown Association,0,0.0,1,0,4440.868347550672,1997,Downtown Association,C,Commercial
1354.0,0,0.2279411764705882,Recreation-Instruction/Training,General Service,1,6428.722759573576,0,0,201208.35995843093,2022,Service,PF,Public
1522.0,1,0.2241379310344827,Retail,General Retailer,3,4282.081529952254,0,0,21265.475283439107,2009,Retail,C,Commercial
5240.0,1,0.0,Beauty Salon,General Service,1,7403.486938961163,0,0,94157.21015825246,2005,Service,C,Commercial
863.0,1,0.4137931034482758,Home Occupation,General Retailer,4,8448.641333973372,0,1,10203.92878407602,2015,Retail,R-1,Residential
3875.0,1,0.0,Real Estate Agent,Professional Service,0,648.7978431152176,0,0,5349.112617494581,1996,Service,O,Office
3204.0,0,0.490566037735849,Homestay,General Retailer,0,4460.987846156856,0,0,5903.551051764778,2017,Retail,R-1,Residential
8817.0,1,0.0,Home Occupation,General Retailer,0,4051.1920091606953,0,1,6512.3015089120345,1991,Retail,R-1,Residential
3285.0,1,0.3021978021978022,Restaurant,General Retailer,3,4890.145881121271,0,0,58351.87534195547,2011,Retail,C,Commercial
6207.0,0,0.119047619047619,Delivery Services,General Service,2,10656.18185354546,0,0,260930.80653881235,2009,Service,C,Commercial
679.0,1,0.0,Retail,General Retailer,2,11468.888962606194,0,0,106851.71203752069,2004,Retail,C,Commercial
403.0,0,0.2190082644628099,Miscellaneous Business,General Retailer,1,6768.375718617516,0,0,30263.700494627887,2025,Retail,C,Commercial
1184.0,1,0.2585365853658536,Home Occupation,General Service,1,9175.360514022532,0,1,32828.32304179366,2015,Service,R-2,Residential
1279.0,1,0.2960526315789473,Retail,General Retailer,2,8757.835186938482,0,0,173168.46892170244,2020,Retail,C,Commercial
11309.0,1,0.0,Auto Mechanic/Detailer/Services,Downtown Association,0,0.0,1,0,10242.680863002382,1982,Downtown Association,C,Commercial
231.0,0,0.245136186770428,Health Spa/Fitness,General Service,1,6412.698144733273,0,0,52276.015984575344,2025,Service,C,Commercial
74.0,0,0.2538860103626943,Restaurant,General Service,3,4912.4242387871145,0,0,58351.87534195547,2026,Service,C,Commercial
232.0,1,0.2773109243697479,Health Spa/Fitness,General Service,1,11104.765145760002,0,0,54141.57680299135,2019,Service,C,Commercial
502.0,0,0.2529644268774703,Misc Business Services,General Service,1,6412.698144733273,0,0,52276.015984575344,2024,Service,C,Commercial
5529.0,0,0.2523364485981308,Misc Business Services,General Service,2,8935.549108475205,0,0,85640.01699504977,2011,Service,C,Commercial
210.0,0,0.2343096234309623,Entertainment,General Service,0,2088.3855652637144,0,0,7877.3098782965535,2025,Service,C,Commercial
3573.0,1,0.1333333333333333,Recreational Services,General Service,2,8021.537018485685,0,0,20498.847512391123,2008,Service,C,Commercial
805.0,0,0.2195121951219512,Home Occupation,Contractor,0,2524.5668626335587,0,1,9337.456512391032,2024,Service,R-2,Residential
3456.0,0,0.25,Rental- Residential,Residential Rental,0,4884.561593293666,0,0,7190.355462233589,2016,Rental,R-1,Residential
1459.0,0,0.2898550724637681,Cannabis - Retail - Adult-Use and Medical,Cannabis Permit Fee,2,8222.714842520887,0,0,184101.44886612767,2022,Retail,C,Commercial
592.0,0,0.3004694835680751,Cannabis - Retail - Adult-Use and Medical,General Retailer,2,8222.714842520887,0,0,184101.44886612767,2024,Retail,C,Commercial
449.0,1,0.3,Retail,General Retailer,1,5955.580674262066,0,0,46577.02032724089,2014,Retail,C,Commercial
15964.0,0,0.0,Misc Business Services,General Service,0,962.8980893616754,0,0,6405.073217057581,1982,Service,O,Office
230.0,1,0.3317972350230415,Massage,Downtown Association,0,0.0,0,0,9851.591856002056,2013,Downtown Association,O,Office
89.0,1,0.2991869918699187,Massage,Downtown Association,0,0.0,0,0,9851.591856002056,2013,Downtown Association,O,Office
5557.0,0,0.2167487684729064,Personal Services,Massage Therapist,0,2251.778231131176,0,0,7312.040094859548,2010,Service,C,Commercial
1780.0,0,0.3297297297297297,Personal Services,General Service,0,454.87823904306657,0,0,21729.144200037383,2021,Service,C,Commercial
5656.0,0,0.2064896755162241,Financial Institution,Professional Service,0,1286.1929096953322,0,0,5788.990359251287,2010,Service,O,Office
1284.0,0,0.3432098765432099,Misc Business Services,Downtown Association,0,0.0,1,0,19688.68976216909,2022,Downtown Association,C,Commercial
507.0,1,0.2826086956521739,Restaurant,General Service,4,10943.8523868369,0,0,384996.80530674354,2010,Service,C,Commercial
1124.0,1,0.3184143222506393,Retail,Downtown Association,0,0.0,1,0,6970.456318220508,2016,Downtown Association,C,Commercial
687.0,1,0.239766081871345,Hotels and Motels,General Service,3,3877.570162459303,0,0,11992.24220310773,2019,Service,R-1,Residential
1749.0,0,0.3475935828877005,Restaurant,Downtown Association,0,0.0,1,0,4400.277361496859,2021,Downtown Association,C,Commercial
714.0,0,0.3125,Counseling,Professional Service,4,10178.67581817338,0,0,25614.63317779357,2024,Service,O,Office
909.0,0,0.323943661971831,Homestay,General Service,0,4060.101121741347,0,0,6512.3015089120345,2023,Service,R-1,Residential
578.0,0,0.2971428571428571,Retail,General Manufacturer,0,887.5950986133283,0,0,9259.511410124442,2024,Other,C,Commercial
4026.0,1,0.0,Personal Services,Massage Therapist,0,914.6610472385148,0,0,5055.998812511842,2002,Service,O,Office
3136.0,0,0.2551020408163265,Rental- Commercial,Commercial Rental Property,1,14267.413531122376,0,0,87930.35422025107,2017,Rental,BP,Commercial
4345.0,0,0.2345013477088948,Home Occupation,General Service,0,343.5794817957659,0,1,7069.324258356144,2014,Service,R-2,Residential
6076.0,1,0.0,Gardening,General Service,1,11925.152655605456,0,0,213156.38406141024,1998,Service,C,Commercial
3899.0,0,0.28125,Homestay,General Service,0,2796.2857741266816,0,0,7406.630499301093,2015,Service,R-1,Residential
3965.0,0,0.4242424242424242,Homestay,General Service,1,9258.454315128622,0,0,8733.170741025484,2015,Service,R-1,Residential
6152.0,0,0.1548387096774193,Beauty Salon,General Service,1,6768.375718617516,0,0,30263.700494627887,2009,Service,C,Commercial
5311.0,0,0.2142857142857142,Retail,General Retailer,3,1497.245783140747,0,0,12022.547171293649,2011,Retail,C,Commercial
12375.0,0,0.0,Home Occupation,General Retailer,0,2482.0239063018685,0,1,7049.315072164181,1992,Retail,R-2,Residential
529.0,1,0.0,Manufacturing,General Manufacturer,2,8255.332489868859,0,0,184101.44886612767,2006,Other,C,Commercial
634.0,1,0.0,Auto Mechanic/Detailer/Services,General Service,2,11468.888962606194,0,0,106851.71203752069,2004,Service,C,Commercial
4380.0,0,0.3529411764705882,Homestay,Homestay Temporary TOT,3,4880.607135020217,0,0,11277.569964606548,2014,Hotel,R-1,Residential
895.0,1,0.3220338983050847,Personal Services,General Service,1,10024.543732764068,0,0,76045.2036602782,2012,Service,C,Commercial
2032.0,1,0.1181818181818181,Home Occupation,General Service,2,11722.626730301634,0,1,6036.519058486231,2006,Service,R-1,Residential
10881.0,1,0.0,"Wholesale, Distributors",General Wholesaler,2,10647.149093580356,0,0,156225.5631969689,1995,Other,C,Commercial
12290.0,1,0.0,Food Store,General Wholesaler,0,1814.5535123333216,0,0,49165.5148955206,1982,Other,C,Commercial
3700.0,0,0.2670157068062827,Food Store,General Retailer,0,847.5687778081078,0,0,78378.18077563263,2016,Retail,C,Commercial
3967.0,0,0.1111111111111111,Contractor- Specialty,Contractor,1,17163.086919802234,0,0,76515.73317745962,2015,Service,C,Commercial
11686.0,1,0.0,Contractor- Specialty,Contractor,1,8588.754048117125,0,0,1893.1478465724413,1986,Service,M,Manufacturing
621.0,1,0.1935483870967742,Restaurant,General Retailer,0,950.7307343737344,0,0,7114.890323680366,2008,Retail,C,Commercial
637.0,1,0.2610837438423645,Restaurant,General Retailer,0,950.7307343737344,0,0,7114.890323680366,2009,Retail,C,Commercial
9309.0,1,0.0,Contractor- General,Contractor,1,7800.939344842769,0,0,90013.16291667406,1997,Service,O,Office
14226.0,1,0.0,Legal Services,Downtown Association,0,338.2811092898456,0,0,39014.310173584825,1968,Downtown Association,O,Office
5590.0,1,0.0,Financial Institution,Downtown Association,0,0.0,1,0,7893.079800042573,1998,Downtown Association,C,Commercial
2181.0,1,0.3363636363636363,Rental- Residential,Residential Rental,0,3710.98930192697,0,0,6128.784087888487,2015,Rental,R-1,Residential
638.0,1,0.2222222222222222,Rental- Residential,Residential Rental,3,7411.377189602777,0,0,6412.593247196109,2010,Rental,R-1,Residential
1284.0,0,0.2041666666666666,Retail,General Retailer,3,4282.081529952254,0,0,21265.475283439107,2022,Retail,C,Commercial
4260.0,0,0.2909090909090909,Retail,General Retailer,4,6713.439488496003,0,0,25140.533906595498,2014,Retail,C,Commercial
1688.0,0,0.3492307692307692,"Computers, Sales & Service",Downtown Association,0,0.0,1,0,12104.813733428864,2021,Downtown Association,C,Commercial
488.0,1,0.2767710049423393,Medical Services,General Retailer,0,0.0,0,0,13680.453101762874,2020,Retail,O,Office
362.0,1,0.2727272727272727,Home Occupation,General Service,3,4995.890057162207,0,1,8533.990319623736,2009,Service,R-1,Residential
707.0,1,0.2956521739130435,Home Occupation,General Service,0,1566.0969198557395,0,1,6690.441905069323,2011,Service,R-2,Residential
1365.0,0,0.24,Manufacturing,General Manufacturer,1,12729.045879896474,0,0,146638.7062075751,2022,Other,C,Commercial
5162.0,1,0.2,Rental- Residential,Residential Rental,1,5703.32530581488,0,0,164404.4606291143,2010,Rental,R-3,Residential
6249.0,0,0.2147239263803681,Retail,General Retailer,4,9992.045883792309,0,0,328946.8744863285,2009,Retail,C,Commercial
1262.0,0,0.2745098039215686,Legal Services,Professional Service,2,6981.721871280453,0,0,52241.25186367986,2022,Service,O,Office
5603.0,0,0.1732673267326732,Rental- Residential,Residential Rental,3,3191.9486345828955,0,0,8761.388632886465,2010,Rental,R-3,Residential
1818.0,1,0.0,Retail,Downtown Association,0,0.0,1,0,8746.463315411262,2005,Downtown Association,C,Commercial
1464.0,1,0.0,Medical Services,Professional Service,4,10178.67581817338,0,0,25614.63317779357,2005,Service,O,Office
4969.0,1,0.0098039215686274,Apparel/Accessories,General Retailer,2,6884.379290663479,0,0,11641.790981071135,2005,Retail,C,Commercial
1214.0,1,0.3167701863354037,Home Occupation,General Service,2,10747.129610853885,0,1,1040694.0422821196,2017,Service,R-2,Residential
976.0,0,0.3393501805054151,Entertainment,Downtown Association,0,0.0,1,0,19688.68976216909,2023,Downtown Association,C,Commercial
4224.0,0,0.3111111111111111,Gardening,General Service,3,6178.1481233166905,0,0,6935.609287042093,2014,Service,R-1,Residential
7705.0,0,0.0,"Computers, Sales & Service",General Service,2,7080.311324189817,0,0,52241.25186367986,2005,Service,O,Office
913.0,0,0.1612903225806451,Home Occupation,General Service,3,6190.329722083265,0,1,23896.378146708084,2023,Service,R-4,Residential
7841.0,1,0.0,Beauty Salon,General Service,2,6326.878820435141,0,0,34442.694446183414,1998,Service,C,Commercial
49.0,0,0.2389380530973451,Beauty Salon,General Service,1,11211.302957376229,0,0,54141.57680299135,2026,Service,C,Commercial
7175.0,0,0.0266666666666666,Home Occupation,General Retailer,3,5336.893897061972,0,1,60094.19168354384,2006,Retail,R-4,Residential
749.0,0,0.1625,Home Occupation,General Retailer,1,11847.004254351205,0,1,6075.109081081224,2024,Retail,R-1,Residential
406.0,0,0.2929292929292929,Home Occupation,General Service,4,9588.102608666795,0,1,4864.256676412304,2025,Service,R-1,Residential
497.0,1,0.1373134328358209,Misc Business Services,Utilities/Transportation,0,192.79494714003096,0,0,36284.1011744882,2007,Other,O,Office
1462.0,0,0.2582781456953642,Rental- Residential,Residential Rental,1,7282.59962357173,0,0,25179.4966152406,2022,Rental,R-3,Residential
2505.0,1,0.0,Advertising,General Service,2,6266.815613009545,0,0,28741.170103438617,2000,Service,C,Commercial
2869.0,0,0.3818181818181818,Hotels and Motels,General Service,3,7692.94816277031,0,0,5826.491901052671,2018,Service,R-1,Residential
408.0,1,0.046875,Retail,General Retailer,1,7085.038024333821,0,0,11823.098050098934,2007,Retail,C,Commercial
3333.0,1,0.2663551401869158,Home Occupation,General Service,1,9175.360514022532,0,1,32828.32304179366,2014,Service,R-2,Residential
333.0,1,0.2084870848708487,Printing/Publishing,Downtown Association,0,21.422327529258386,0,0,6195.2053808079945,2008,Downtown Association,O,Office
6419.0,0,0.175,Printing/Publishing,General Service,2,12873.812385833986,0,0,97915.6927441578,2008,Service,C,Commercial
162.0,1,0.3096539162112932,Landscaper,General Service,0,143.68333581124134,0,0,24568.570001753465,2025,Service,O,Office
1607.0,0,0.3595505617977528,Home Occupation,General Service,0,3476.2858005514486,0,1,4559.924475002672,2021,Service,R-2,Residential
592.0,1,0.3283582089552239,Home Occupation,General Service,3,7642.625500393017,0,1,8246.447760776426,2021,Service,R-1,Residential
495.0,1,0.2772963604852686,Medical Services,General Service,0,287.61447159881726,0,0,5877.3467955015285,2019,Service,O,Office
748.0,1,0.2910958904109589,Miscellaneous Business,General Service,0,1728.289746553542,0,0,11395.075703541184,2018,Service,O,Office
1324.0,1,0.2804123711340206,Retail,General Retailer,0,940.497356886758,0,0,4685.398112040436,2015,Retail,C,Commercial
2204.0,1,0.0,Apparel/Accessories,General Retailer,2,11395.48461813176,0,0,106851.71203752069,2002,Retail,C,Commercial
1324.0,1,0.1481481481481481,Retail,General Retailer,2,12211.341292076084,0,0,29423.73923377917,2008,Retail,M,Manufacturing
9433.0,0,0.0,Beauty Salon,General Service,1,10024.543732764068,0,0,76045.2036602782,2000,Service,C,Commercial
911.0,1,0.3043478260869565,Rental- Residential,Residential Rental,3,4069.578545155685,0,0,49528.171551684776,2020,Rental,R-4,Residential
320.0,0,0.2412060301507537,Home Occupation,General Service,0,4395.286033862,0,1,6780.722036851937,2025,Service,R-1,Residential
6259.0,1,0.0,Home Occupation,General Service,0,3079.9175517103417,0,1,137598.97772719368,2004,Service,R-4,Residential
1670.0,0,0.3837209302325581,Home Occupation,General Service,4,11723.054286484785,0,1,282663.4622377588,2021,Service,R-2,Residential
31.0,1,0.3138297872340425,Beauty Salon,Downtown Association,0,0.0,1,0,5029.93345946748,2020,Downtown Association,C,Commercial
957.0,0,0.3156028368794326,Beauty Salon,General Service,0,881.8876383886462,0,0,5642.0460116239765,2023,Service,R-3,Residential
737.0,1,0.23,Photographic Studio/Portrait,Professional Service,1,9579.082832893837,0,0,113632.1974917182,2010,Service,C,Commercial
11360.0,1,0.0,Medical Services,Professional Service,1,14423.91410514908,0,0,102640.5814312235,1993,Service,BP,Commercial
12423.0,0,0.0,Rental- Residential,Residential Rental,4,9287.482697245256,0,0,7365.115865698973,1992,Rental,R-2,Residential
2553.0,0,0.2877697841726618,Home Occupation,General Service,0,2848.067026443813,0,1,18754.716872090787,2019,Service,C,Commercial
775.0,1,0.2651757188498402,Medical Services,Professional Service,0,1756.750126889655,0,0,5023.855773786691,2011,Service,O,Office
222.0,1,0.2711864406779661,Recreation-Instruction/Training,General Service,3,2707.306094130685,0,0,13877.57614251884,2017,Service,R-2,Residential
2453.0,0,0.3254237288135593,Home Occupation,General Service,0,1188.5064014533646,0,1,10783.539216231891,2019,Service,R-2,Residential
941.0,1,0.2684989429175475,Personal Services,General Service,0,773.7914858414272,0,0,1294.1950698772484,2014,Service,C,Commercial
579.0,1,0.2075471698113207,Engineer,General Service,0,2484.212764084553,0,0,29964.45308200769,2009,Service,C,Commercial
6803.0,1,0.0,Real Estate Agent,General Service,1,7063.401905024926,0,0,49936.40661508049,2000,Service,C,Commercial
1055.0,0,0.2993197278911564,Food Store,General Service,2,8757.835186938482,0,0,173168.46892170244,2023,Service,C,Commercial
592.0,0,0.3227272727272727,"Accounting,Auditing/CPA/Tax Service",Professional Service,4,10195.909687460093,0,0,25511.329248959304,2024,Service,O,Office
15964.0,0,0.0,Rental- Residential,Residential Rental,0,2461.9676719554745,0,0,46623.73244130657,1982,Rental,R-4,Residential
12311.0,0,0.0,Miscellaneous Business,Utilities/Transportation,0,3605.373749746985,0,0,50429.21980668665,1992,Other,C,Commercial
324.0,1,0.2439024390243902,Home Occupation,Contractor,4,10393.29747800942,0,1,6560.263643359993,2009,Service,R-1,Residential
1456.0,0,0.2484472049689441,Rental- Residential,Residential Rental,1,7159.563093751644,0,0,5876.388908603266,2022,Rental,R-3,Residential
271.0,0,0.2610837438423645,Homestay,Residential Rental,1,7681.863592289214,0,0,7252.258061544518,2025,Rental,R-2,Residential
11936.0,1,0.0,Rental- Residential,Residential Rental,1,7319.44593455161,0,0,6309.1059571822,1986,Rental,R-3,Residential
1130.0,1,0.0,Contractor- Specialty,Contractor,1,13053.46334548379,0,0,43581.7688247293,2004,Service,M,Manufacturing
2644.0,0,0.3019323671497584,Beauty Salon,General Service,0,855.5839634674401,0,0,9405.67721938189,2018,Service,O,Office
5031.0,0,0.2413793103448276,"Wholesale, Distributors",General Retailer,2,9116.07831470354,0,0,18356.06145977788,2012,Retail,C,Commercial
46.0,0,0.2198952879581152,Manufacturing,General Manufacturer,2,8943.478976482767,0,0,18725.86874333654,2026,Other,C,Commercial
464.0,1,0.1186046511627907,Artist/Art Dealer/Sales/Gallery,Downtown Association,0,0.0,1,0,7828.520128081924,2007,Downtown Association,C,Commercial
1467.0,0,0.2916666666666667,Rental- Residential,Residential Rental,4,8148.786646227277,0,0,6017.396749802289,2022,Rental,R-1,Residential
8421.0,1,0.0,Home Occupation,General Service,0,2465.9007222310047,0,1,7556.097815870247,1999,Service,R-2,Residential
8169.0,0,0.0,Home Occupation,General Service,3,7084.747876397102,0,1,6316.921424726648,2003,Service,R-1,Residential
1394.0,1,0.2728785357737104,Business/ Services/ Professions,General Service,0,21.76895919525653,0,0,6195.2053808079945,2018,Service,O,Office
1347.0,0,0.3137254901960784,Home Occupation,General Service,4,8746.32571127618,0,1,7378.339430615567,2022,Service,R-1,Residential
